title,contentsid,type_value,type_label,address,roadaddress,postcode,phoneno,latitude,longitude,region1cd_value,region1cd_label,region2cd_value,region2cd_label,photoid,imgpath,thumbnailpath,introduction,alltags,tag
엘마르게스트하우스,CNTS_000000000022279,c3,숙박,제주특별자치도 서귀포시 표선면 표선리 44-6,제주특별자치도 서귀포시 표선면 표선당포로 17,63629,010-2911-6256,33.32603,126.84436,region2,서귀포시,26,표선,13879,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/becbf7e3-6edd-4840-8e3c-5ab42fdf3529.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0b337d3b-95bf-4841-979f-efaea65099ba.jpg,표선해수욕장과 도보로 1분거리에 위치한 게스트하우스,"표선, 게스트하우스,공용주차장,화장실,무료 WIFI","표선,게스트하우스,숙소,농어촌민박,올레,자연경관,바비큐,카페,조식"
선스토리,CONT_000000000500929,c3,숙박,제주특별자치도 서귀포시 표선면 표선리 1160-1,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,63629,070-8635-1256,33.31633,126.8377,region2,서귀포시,26,표선,22210,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/745cf761-1a39-458e-80da-0d5f5cba4ef5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ae9defa3-a914-49e8-bb5d-0d58b5aeab58.jpg,표선에 위치한 나무를 많이 사용해 지은 모던한 분위기의 펜션,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,아주 어려움","펜션,숙소,휴양펜션,조식 포함,정원,해안도로,산책로,체험,캠핑"
제이앤클로이,CNTS_000000000020531,c3,숙박,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,63501,010-8557-3350,33.25718,126.18884,region2,서귀포시,22,대정,8862,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b8e2ed8f-2307-44f9-9aa5-c5449476a198.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/56cece65-b8d7-4252-9d02-efda2d9f9e4a.jpg,별과 바다를 보면서 즐길 수 있는 스파 펜션,"휴식,숙소,휴양펜션,펜션,스파,바비큐,공공와이파이존,조식 포함,해변,매점,노천온천,공용주차장,현금결제,카드결제,화장실,아주 어려움","휴식,숙소,휴양펜션,펜션,스파,바비큐,공공와이파이존,조식 포함,해변,매점,노천온천"
훼밀리민박,CONT_000000000501143,c3,숙박,제주특별자치도 서귀포시 안덕면 사계리 2147-3,제주특별자치도 서귀포시 안덕면 형제해안로 24,,064-794-5136,33.2278994,126.3041056,region2,서귀포시,23,안덕,24060,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1ac690f3-3281-4099-8929-f975aa972f5e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3f024f5d-2ae5-480d-9fa9-65e8e367a666.jpg,올레길 10코스에 있으며 일몰과 일출이 가능한 민박,"휴식,숙소,민박,농어촌민박,펜션,휴양펜션,자연경관,해변,공공와이파이존,해수욕장,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,민박,농어촌민박,펜션,휴양펜션,자연경관,해변,공공와이파이존,해수욕장,가족"
사계여행민박,CONT_000000000500917,c3,숙박,제주특별자치도 서귀포시 안덕면 사계리 236-2,제주특별자치도 서귀포시 안덕면 산방로 262,, 01077429791,33.2349693,126.3078602,region2,서귀포시,23,안덕,22124,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a0a5436f-1fa8-4a75-90ff-69d590dd2bec.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/227e6e33-46b5-4c9d-8c9e-fe0d84130ef3.jpg,산방산 기슭 300m 아래 올레 10코스에 자리한 숙소,"민박,숙소,농어촌민박,게스트하우스,주차장,정원,돌담길,조식 포함,공공와이파이존,계곡,해수욕장,수상레저,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","민박,숙소,농어촌민박,게스트하우스,주차장,정원,돌담길,조식 포함,공공와이파이존,계곡,해수욕장,수상레저"
아델리아빌,CNTS_000000000019006,c3,숙박,제주특별자치도 제주시 내도동 364-15,제주특별자치도 제주시 내도9길 8-15,,064-742-3800,33.4937692,126.4443036,region1,제주시,11,제주시내,4137,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/55d4419d-c646-49a3-9ab9-8a4dc6624e54.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/926e46f6-1c59-4728-87a2-62d70012168a.jpg,이호해수욕장 옆 바닷가 펜션,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,숙소,휴양펜션,주차장,가족,공항,민박"
신강남모텔,CONT_000000000500953,c3,숙박,제주특별자치도 제주시 용담일동 2827-6,제주특별자치도 제주시 서광로3길 2,,064-753-8770,33.5004243,126.5136081,region1,제주시,11,제주시내,22409,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2eee6244-4757-49ef-b826-8581caf3ea46.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d51c304f-6da0-4f8f-87d7-d289d6413bb3.jpg,제주시외버스 터미널 바로 앞에 있는 모텔,"모텔,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","모텔,숙소,공항,교통,공공와이파이존,주차장,편의시설"
제주엔펜션,CNTS_000000000019363,c3,숙박,제주특별자치도 서귀포시 대정읍 신도리 2419,제주특별자치도 서귀포시 대정읍 노을해안로 614,,010-9916-9301,33.2695742,126.1779554,region2,서귀포시,22,대정,5095,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/57d60cfa-b929-44f8-8fce-266393bf0a5a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c18a31f0-a0eb-4d1e-83a2-8dd772674ec9.jpg,연인들이 꿈과 사랑을 간직하고 가는 곳 설레임 가득한 펜션,"휴식,숙소,휴양펜션,펜션,가족,해수욕장,공공와이파이존,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,휴양펜션,펜션,가족,해수욕장,공공와이파이존,자연경관"
갤러리민박,CNTS_200000000009107,c3,숙박,제주특별자치도 제주시 추자면 신양리 648-4,제주특별자치도 제주시 추자면 신양서길 42-2,,010-8543-7449,33.9354341,126.3227638,region3,섬 속의 섬,32,추차도,2019022560192,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/41f65b9b-3a86-467d-ac7b-32fc3ef468a0.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/20/dc966b5c-b9c6-4b04-8605-4216d6a806e3.JPG,"마당이 아름다운 독채민박
직접 가꾸신 이쁜 마당을 가지고 있는 독채팬션이며 애완동물 동반이 가능하다","마당이쁜곳,추자도,숙소,민박,농어촌민박,자연경관,공용주차장,화장실,무료 WIFI,흡연구역,현금결제,아주 어려움,없음,동반가능,없음,흡연구역제공,바베큐장,없음,운행","마당이쁜곳,추자도,숙소,민박,농어촌민박,자연경관"
추자섬민박,CNTS_200000000009074,c3,숙박,제주특별자치도 제주시 추자면 대서리 291,제주특별자치도 제주시 추자면 대서5길 86,,010-8662-5706,33.9642903,126.2929862,region3,섬 속의 섬,32,추차도,2019022559888,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/0999df9b-66dc-4632-a322-f299c0feb560.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/20/d18ad19c-4af6-4acf-b13c-3a8bdefadd98.JPG,후포해변과 나바론하늘길 인접한 곳,"후포해변,나바론하늘길,추자조식,추자도,무료 WIFI,흡연구역,현금결제,카드결제,쉬움,없음,동반불가능,유료제공,흡연구역제공,바베큐장,세탁서비스,없음","후포해변,나바론하늘길,추자조식,추자도,숙소,민박,농어촌민박,공공와이파이존"
굿데이 펜션,CONT_000000000500792,c3,숙박,제주특별자치도 서귀포시 서홍동 754-1,제주특별자치도 서귀포시 남성로115번길 2,,064-733-0198,33.2539385,126.5595922,region2,서귀포시,21,서귀포시내,20987,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4e2b2f11-f580-4ff6-b7bb-488f7c660cd3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4986cd40-4984-43ba-9745-a537142b0e5d.jpg,다양한 형태의 객실과 전객실 바다를 전망할 수 있는 펜션,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,펜션,휴양펜션,민박,주차장,공공와이파이존,자연경관,해변,조식 포함"
사면초가펜션,CNTS_000000000022823,c3,숙박,제주특별자치도 제주시 한경면 판포리 1968,제주특별자치도 제주시 한경면 판조로 62,63003,010-3698-9323,33.36308,126.20803,region1,제주시,14,한경,16676,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f26ed0d8-4c45-4728-9fda-6b032f070b5a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a4d994a4-28f7-4f75-b6e0-d0043f0536bf.jpg,넓은 정원과 제주의 옛 멋을 간직하여 네츄럴과 모던의 조화가 매력적인 펜션,"펜션,숙소,휴양펜션,공공와이파이존,독채,해수욕장,수상레저,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,어려움","펜션,숙소,휴양펜션,공공와이파이존,독채,해수욕장,수상레저"
아스타호텔,CNTS_000000000018153,c3,숙박,제주특별자치도 제주시 삼도일동 535-10,제주특별자치도 제주시 서사로 129,,064-710-1100,33.500881,126.5204994,region1,제주시,11,제주시내,2019022601103,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/3e757e36-606b-48e2-84b8-eed31ac4c063.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/2b068621-ae28-4f05-a877-f1bbfa81f074.jpg,제주공항 및 여객선터미널로부터 10분 이내 거리인 제주시내 중심가에 위치하고있어 매우 편리한 호텔,"호텔,숙소,4성급호텔,공공와이파이존,양식레스토랑,주차장,공항,관광호텔,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,어려움","호텔,숙소,4성급호텔,공공와이파이존,양식레스토랑,주차장,공항,관광호텔,안전여행스탬프,무장애관광"
제주팡숑예래,CONT_000000000501066,c3,숙박,제주특별자치도 서귀포시 상예동 975-3,제주특별자치도 서귀포시 예래해안로 357,,064-738-1133,33.2409655,126.3958822,region2,서귀포시,21,서귀포시내,23386,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8f5e83db-9509-4acd-9bda-50617e51b1dd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/94424b89-3e80-447c-a6ab-2da0877f19bf.jpg,제주바다의 풍경이 그림같이 펼쳐진 곳!,"휴식/힐링,민박,농어촌민박,주차장,펜션,바비큐,자연경관,해변,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식/힐링,민박,농어촌민박,주차장,펜션,바비큐,자연경관,해변"
노을담은뜨락,CONT_000000000500817,c3,숙박,제주특별자치도 서귀포시 대정읍 무릉리 3878-9,제주특별자치도 서귀포시 대정읍 노을해안로 416,,010-5258-4993,33.270264,126.2004199,region2,서귀포시,22,대정,21214,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/90ff3ca8-d7be-4a96-854e-a620edad4bbd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c7c77239-ee07-47ad-9df7-9f015c12ab6a.jpg,환상적인 제주바다의 전망을 한눈에 담을 수 있는곳.,"펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,아주 어려움","펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족,농어촌민박"
소담펜션,CONT_000000000500870,c3,숙박,제주특별자치도 서귀포시 법환동 1528-1,제주특별자치도 서귀포시 막숙포로 146,63573,064-738-0203,33.2314832,126.5080699,region2,서귀포시,21,서귀포시내,21681,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9553ac82-ba8c-4b21-bb74-089cc3685952.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c3dd5953-5c32-4e3e-bf42-2405310e6968.jpg,올레7코스 흰돌밑 바로 앞에 위치한 모던펜션은 전 객실 바다전망이다.,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,휴양펜션,가족,바비큐,공공와이파이존,해변,자연경관,조식 포함"
소낭재,CNTS_000000000021313,c3,숙박,제주특별자치도 제주시 한림읍 협재리 1022,제주특별자치도 제주시 한림읍 협재로 181-57,63015,064-796-8105,33.38341,126.25289,region1,제주시,13,한림,11012,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c365d282-1b1e-40ba-96f6-13d4b8c27699.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/86daa85e-4b76-4f5e-b4b5-fd5e05305c86.jpg,"숲 속 펜션, 소낭재","숙소,펜션,휴양펜션,협재해수욕장,민박,음식,공용주차장,화장실,무료 WIFI","숙소,펜션,휴양펜션,협재해수욕장,민박,음식"
제주산내들,CNTS_000000000019672,c3,숙박,제주특별자치도 서귀포시 표선면 하천리 1359,제주특별자치도 서귀포시 표선면 풍천로273번길 143-4,63627,064-787-1476,33.360725,126.823746,region2,서귀포시,26,표선,5998,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1b1c94ce-bf5c-4f22-916d-5b3d6207a7ba.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/04b7fc23-4bfa-4807-bedf-fd49eaa9dc4f.jpg,야자수를 비롯한 크고 작은 꽃과 나무가 가득한 펜션,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,펜션,휴양펜션,바비큐,해수욕장,주차장"
꿈꾸는정원,CONT_000000000500803,c3,숙박,제주특별자치도 제주시 조천읍 함덕리 1441-1,제주특별자치도 제주시 조천읍 함덕서4길 47,,010-6209-3150,33.5389274,126.6654131,region1,제주시,15,조천,21100,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1d3f97f5-1dda-4ea5-89c3-17a13581270b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/db66f412-c362-4e2e-acaa-9837191544d7.jpg,함덕 서우봉해변에 위치한 독채 민박,"민박,펜션,휴양펜션,단체여행객,주차장,공공와이파이존,정원,돌담길,바비큐,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","민박,펜션,휴양펜션,단체여행객,주차장,공공와이파이존,정원,돌담길,바비큐"
민준채,CNTS_000000000022137,c3,숙박,제주특별자치도 제주시 한림읍 월령리 349-1,제주특별자치도 제주시 한림읍 월령3길 27-5,63010,010-2019-7876,33.377766,126.21604,region1,제주시,13,한림,2019022584592,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/435c6bdc-b2b4-437f-8ba3-4bcbd963d0a8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/7b07e585-9a3c-4b27-89ea-8b7fe8280f91.jpg,3층의 고급 주택을 단독으로 이용하실 수 있는 독채형 펜션,"휴식/힐링,공용주차장,화장실,무료 WIFI","휴식/힐링,숙소,휴양펜션,펜션,단체여행객,수영장,바비큐,공공와이파이존,해수욕장,독채,수상레저,노래방,스파,스파밸리(온천)"
민박하얀집,CONT_000000000500882,c3,숙박,제주특별자치도 제주시 한림읍 협재리 1707-1,제주특별자치도 제주시 한림읍 협재1길 9,,0507-1448-9803,33.3965751,126.2425147,region1,제주시,13,한림,21798,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e8a072f1-b5fb-4133-9c68-49c2e66e6dde.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f7d803f7-1b1d-463f-a5b5-bb31ea12fc02.jpg,대문 앞 용천수 웅덩이를 질길 수 있는 한림에 위치한 민박집,"민박,숙소,농어촌민박,주차장,공공와이파이존,독채,주방기구,협재해수욕장,텃밭집,공용주차장,아주 어려움,바베큐장,평상, 파라솔","민박,숙소,농어촌민박,주차장,공공와이파이존,독채,주방기구,협재해수욕장,텃밭집"
라파로마휴양펜션,CONT_000000000500850,c3,숙박,제주특별자치도 제주시 한림읍 협재리 2086,제주특별자치도 제주시 한림읍 협재로 62,,064-796-8121,33.3923816,126.2473264,region1,제주시,13,한림,21492,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f361b9fc-a934-4224-93fe-87c2edadf67d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b0b0cbc0-8bd9-4808-af19-f4c2edfd7800.jpg,제주 협재해수욕장 인근에 위치하여 바다 전망을 즐길 수 있는 곳,"펜션,휴양펜션,바비큐,온돌방,가족,체험,해수욕장,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,휴양펜션,바비큐,온돌방,가족,체험,해수욕장"
라신비,CNTS_200000000007771,c3,숙박,제주특별자치도 제주시 한림읍 귀덕리 3895,제주특별자치도 제주시 한림읍 한림해안로 548,,064-796-1999,33.4378031,126.2755954,region1,제주시,13,한림,2018052308364,https://api.cdn.visitjeju.net/photomng/imgpath/201811/06/d3efce07-0a93-46c2-a597-8241fb156d28.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/06/32af3ced-11e1-492d-972c-ac45bc233831.JPG,"귀덕 해안도로에 위치한 오션뷰 펜션
","안전인증숙소,공용주차장,무료 WIFI,스파,바베큐장","안전인증숙소,숙소,공공와이파이존,해수욕장,바비큐,체험,안전인증민박"
For 安(포안),CONT_000000000500769,c3,숙박,제주특별자치도 제주시 한림읍 협재리 1388,제주특별자치도 제주시 한림읍 옹포2길 12,,064-796-4900,33.39968,126.2498,region1,제주시,13,한림,20782,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2642c277-de4b-4712-b3e9-5a4fbec53ec2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a51104ca-f627-4861-a825-16fd55327090.jpg,협재에 위치하여 비양도가 잘 보이는 펜션,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,펜션,휴양펜션,민박,숙소,자연경관,온돌방,협재해수욕장"
제주야자원,CONT_000000000501056,c3,숙박,제주특별자치도 서귀포시 표선면 하천리 1385-4,제주특별자치도 서귀포시 표선면 풍천로273번길 143-13,,064-787-7112,33.3608877,126.8245549,region2,서귀포시,26,표선,23302,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f4690cdc-9323-4610-aa7e-42ea00ca3898.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4f72474a-f96e-4717-99c5-c0feb841f1c7.jpg,2만여평의 야자나무 식물원에 자리한 독립 별장형 펜션,"캠핑,언택트,민박,단체여행객,주차장,공공와이파이존,반려동물보호소,정원,글램핑,독채,펜션,반려동물동반입장,반려동물,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,어려움","캠핑,언택트,민박,단체여행객,주차장,공공와이파이존,반려동물보호소,정원,글램핑,독채,펜션,반려동물동반입장,반려동물,반려동물동반_숙소"
마리아주펜션,CNTS_000000000022468,c3,숙박,서귀포시 성산읍 신천리 1035,서귀포시 성산읍 풍천로 142,,064-787-9063,33.354744,126.840706,region2,서귀포시,17,성산,14740,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5d7a4176-3149-41c8-b6ef-37191194a304.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5976eccb-c139-462e-8f70-42b35c07378c.jpg,마리아주펜션은 원룸2인실과 투룸가족실을 구비하고 있습니다.,"펜션,숙소,휴양펜션,바비큐,공공와이파이존,조식 포함,해수욕장,공용주차장","펜션,숙소,휴양펜션,바비큐,공공와이파이존,조식 포함,해수욕장"
곁겹,CNTS_200000000014079,c3,숙박,제주특별자치도 제주시 한림읍 금능리 2088-29,제주특별자치도 제주시 한림읍 한림로 224-6,,0507-1323-6055,33.38602790000001,126.2319063,region1,제주시,13,한림,2019022609139,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/dafcd648-7abe-41bb-89a6-63ab3b45e420.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202211/14/4b6bb911-bd87-4891-bf5c-72f1dbcab5db.jpg,일상의 곁에서 쌓은 추억의 겹,숙소,"숙소,럭셔리트래블인제주"
코사이어티 빌리지 제주,CNTS_200000000014074,c3,숙박,제주특별자치도 제주시 구좌읍 송당리 2656,제주특별자치도 제주시 구좌읍 번영로 2133-50,,064-782-4994,33.4334468,126.7511156,region1,제주시,16,구좌,2019022609105,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/42e7682a-0d23-4071-8ea8-36feafd7a443.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202211/14/bd68a39c-6d44-492b-974d-7a537b1f58c4.jpg,워케이션에서 비롯하는 새로운 시각,"숙소,럭셔리트래블인제주","숙소,럭셔리트래블인제주"
제이제이하우스,CNTS_000000000019121,c3,숙박,제주도 서귀포시 강정동 3786-1,제주도 서귀포시 중산간서로 241,,064-739-7891,33.26077,126.485535,region2,서귀포시,21,서귀포시내,4423,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8b2b008f-a934-4363-998f-1567b9c74f6f.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8a6ec4c3-d28f-4abd-b8f9-e6027c07a820.gif,"산방산, 마라도, 여미지식물원 등이 10분 이내에 가까운 펜션","펜션,숙소,휴양펜션,온돌방,가족,바비큐,독채,공공와이파이존,계곡,해수욕장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,숙소,휴양펜션,온돌방,가족,바비큐,독채,공공와이파이존,계곡,해수욕장"
해아래펜션,CNTS_000000000018235,c3,숙박,제주특별자치도 제주시 애월읍 하귀2리 2968-1,제주특별자치도 제주시 애월읍 번대동길 5,63050,0507-1384-8992,33.478264,126.39237,region1,제주시,12,애월,1734,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/11b324f2-84b6-4b1e-a17f-3908bf429c9a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3011255b-6859-41db-a348-50c96836942b.jpg,제주도 하늘 아래에 있는 해아래 펜션,"펜션,숙소,휴양펜션,민박,해안도로,바비큐,해수욕장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설","펜션,숙소,휴양펜션,민박,해안도로,바비큐,해수욕장"
하니크라운호텔,CNTS_000000000018168,c3,숙박,제주특별자치도 제주시 이도일동 1315,제주특별자치도 제주시 삼성로 10,,064-758-4200,33.5049614,126.5273789,region1,제주시,11,제주시내,1371,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d48cd39e-7385-4b5e-aa68-bbca707301cb.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4ccb8faf-ed0f-4ead-9ac5-39fe205898f3.gif,"하니크라운호텔은 쾌적하고 안락하게 잘 꾸며진 객실과 훌륭한 편의시설, 넓은 주차장을 완비하고 있다.
","호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움","호텔,숙소,공공와이파이존,양식레스토랑,환전,주차장,자연경관,관광호텔"
일출썬 펜션,CNTS_000000000022748,c3,숙박,제주특별자치도 서귀포시 성산읍 성산리 279,제주특별자치도 서귀포시 성산읍 성산중앙로65번길 6-2,63643,064-784-6400,33.4655081,126.9344914,region2,서귀포시,17,성산,16428,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3e813676-ba59-4938-88d0-ae1aec946daa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/64c89c0c-b25b-4ef8-a80f-97c7e2741fe3.jpg,옥상에서 성산의 일출을 감상할 수 있는 곳,"펜션,숙소,휴양펜션,민박,바비큐,공공와이파이존,힐링,공용주차장,현금결제,카드결제,화장실,무료 WIFI","펜션,숙소,휴양펜션,민박,바비큐,공공와이파이존,힐링"
하얀도화지,CONT_000000000501111,c3,숙박,제주특별자치도 서귀포시 하예동 54-4,제주특별자치도 서귀포시 하예로44번길 1,,064-738-3269,33.2452784,126.3892422,region2,서귀포시,21,서귀포시내,23828,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/88d30656-3d52-4e78-9f78-49d2f6c4ffda.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4fb74a8c-55de-4b53-ae52-68586f1d8b89.jpg,서귀포시 중문권 전객실 바다전망 가능하며 화초가 많은 민박집,"휴식,숙소,민박,게스트하우스,주차장,공공와이파이존,독채,단체여행객,자연경관,해변,공용주차장,현금결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,어려움","휴식,숙소,민박,게스트하우스,주차장,공공와이파이존,독채,단체여행객,자연경관,해변"
한라하이츠펜션,CNTS_000000000019394,c3,숙박,제주특별자치도 서귀포시 서호동 514,제주특별자치도 서귀포시 고근산로202번길 94,,064-738-7898,33.2686727,126.5182746,region2,서귀포시,21,서귀포시내,5203,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/68df5a75-f0ff-420f-ad23-4cf123755b68.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a108a1f7-37c3-4023-bb4d-b8bc8231ffd7.jpg,펜션 주위로 난 올레 7-1코스와 서귀포 바다를 한 눈에 즐길 수 있는 곳,"휴식,숙소,휴양펜션,펜션,독채,단체여행객,바비큐,온돌방,수영장,공공와이파이존,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,휴양펜션,펜션,독채,단체여행객,바비큐,온돌방,수영장,공공와이파이존,자연경관"
오빌하우스,CONT_000000000500985,c3,숙박,제주특별자치도 서귀포시 남원읍 신례리 85-5,제주특별자치도 서귀포시 남원읍 공천포로11번길 15,,070-7722-0816,33.299995,126.6297939,region2,서귀포시,25,남원,22680,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5b716072-6310-4d65-9f82-f15fe8005886.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/330c7386-da98-4578-979b-2837eff81ece.jpg,올레 6코스 시작점에 위치하여 바다와 한라산 전경을 모두 감상할 수 있는 펜션형 게스트하우스,"게스트하우스,숙소,펜션,휴양펜션,가족,바비큐,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움","게스트하우스,숙소,펜션,휴양펜션,가족,바비큐,공공와이파이존"
