title,contentsid,type_value,type_label,address,roadaddress,postcode,phoneno,latitude,longitude,region1cd_value,region1cd_label,region2cd_value,region2cd_label,photoid,imgpath,thumbnailpath,introduction,alltags,tag,,,,,,,,,
달이뜨는식탁,CNTS_200000000014215,c4,음식점,제주특별자치도 제주시 구좌읍 월정리 885,제주특별자치도 제주시 구좌읍 월정1길 14,,064-782-8538,33.5531582,126.7908404,region1,제주시,16,구좌,2019022610311,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/9e66dccb-8207-469f-bf67-d7500eb04b20.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/06/cdf75dc7-b3a9-4197-be24-678bc66b972d.jpg,달이뜨는식탁은 ‘달이뜨는 바닷가’라는 뜻을 담고 있다. ,"반려동물,반려동물동반,반려동물전용예스펫존,반려동물동반입장,혼저옵서개,강아지,반려동물여행돈까스,새우로제파스타,알리오올리오스파게티,해산물덮밥,크림파스타,해산물토마토파스타,해산물크림파스타,해산물오일파스타,반려동물동반식당카페,공용주차장,무료 WIFI,유도 및 안내시설,경보 및 피난시설,어린이 출입가능,불가능","반려동물,반려동물동반입장,반려동물여행돈까스,새우로제파스타,알리오올리오스파게티,해산물덮밥,크림파스타,해산물토마토파스타,해산물크림파스타,해산물오일파스타,반려동물동반_식당카페,음식,식당",,,,,,,,,
S BAR,CNTS_200000000011875,c4,음식점,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,63522,064-908-1265,33.3017501,126.3206458,region2,서귀포시,23,안덕,2019022611299,https://api.cdn.visitjeju.net/photomng/imgpath/202212/27/d045ecaf-7d13-40b7-a260-97a0ef4e6863.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/27/1da79a8b-91a3-450a-88c0-3aeecd73649d.jpg,"프리미엄 위스키와 JSW만의 스페셜 칵테일을 즐길 수 있는 모던한 감성의 컨템포러리 바, S BAR","휴식/힐링,나이트라이프,음식,칵테일,식당,제주신화월드,술,모히또,위스키,생과일주스,치킨,후라이드치킨,양념치킨,사시미,모둠사시미,와인,레드와인,화이트와인,샴페인,진토닉칵테일,레드핫윙,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,카드결제,현금결제,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,,어린이 출입가능,,불가능,없음","휴식/힐링,나이트라이프,음식,칵테일,식당,제주신화월드,술,모히또,위스키,생과일주스,치킨,후라이드치킨,양념치킨,사시미,모둠사시미,와인,레드와인,화이트와인,샴페인,진토닉칵테일,레드핫윙,무장애관광",,,,,,,,,
가든이다,CNTS_200000000013595,c4,음식점,제주특별자치도 서귀포시 중문동 1703-1,제주특별자치도 서귀포시 중문상로 86,,0507-1375-9819,33.2555778,126.4278239,region2,서귀포시,24,중문,2019022602502,https://api.cdn.visitjeju.net/photomng/imgpath/202207/06/49f66ef1-bb64-4684-af98-27598c1d536b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/df627dbb-94b8-44ad-a3d2-188346ef9ce0.jpg,프리미엄 제주 흑돼지 및 청정 제주 백돼지 전문점,"음식,안전여행스탬프,식당,돼지고기,흑돼지,생갈비,양념갈비,김치찌개,근고기,멸치국수,된장찌개,계란찜,누룽지","음식,안전여행스탬프,식당,돼지고기,흑돼지,생갈비,양념갈비,김치찌개,근고기,멸치국수,된장찌개,계란찜,누룽지",,,,,,,,,
순이네해장국,CONT_000000000501288,c4,음식점,제주특별자치도 제주시 이도이동 1067-2,제주특별자치도 제주시 오복4길 8,,064-751-1566,33.4954211,126.5363706,region1,제주시,11,제주시내,24893,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a92fe85c-19d5-4e62-ba3c-dcb0a56141c3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6934c34e-ea50-4eab-bb3d-790ae172e770.jpg,이도이동 교육박물관 인근에 위치한 해장국집,"해장국,묵은지김치찜,한식,음식,몸국,성게미역국,전복뚝배기,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","해장국,묵은지김치찜,한식,음식,몸국,성게미역국,전복뚝배기",,,,,,,,,
일오삼가든,CONT_000000000501341,c4,음식점,제주특별자치도 제주시 화북일동 1987,제주특별자치도 제주시 진남로8길 13,,0507-1397-0153,33.5202404,126.5670524,region1,제주시,11,제주시내,25112,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2bf8ac58-8dee-4eb8-976f-33cad813714d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/33008d7b-e3bb-4b67-98db-9cc0547af612.jpg,"착한가격업소, 천연재료로 만든 된장찌개가 맛있는 곳","김치찌개,된장찌개,한식,음식,흑돼지,흑돼지구이,오겹살,착한가격업소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소","김치찌개,된장찌개,한식,음식,흑돼지,흑돼지구이,오겹살,착한가격업소",,,,,,,,,
낭만주의,CNTS_200000000008033,c4,음식점,제주특별자치도 제주시 내도동 543,제주특별자치도 제주시 내도1길 18-1,,010-9911-3200,33.4955266,126.4376599,region1,제주시,11,제주시내,2018052311614,https://api.cdn.visitjeju.net/photomng/imgpath/201812/20/7dd568d8-2f83-4ad0-bea2-3d56033ccd7a.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/20/f339683b-575a-4537-b875-e4056c2334c5.JPG,알작지 토스트와 라떼가 맛있는 내도동 알작지 해변 앞 카페 ,"커피,디저트,라떼,토스트,음식,아메리카노,샌드위치,바닐라라떼,카페라떼,녹차라떼,연유라떼,카페모카,토피넛라떼,초코라떼,그린티라떼,복숭아아이스티,아이스티,플레인요거트,딸기요거트,요거트,자몽에이드,에이드,차,허브티,대추차,유자차,공용주차장,화장실","커피,디저트,라떼,토스트,음식,아메리카노,샌드위치,바닐라라떼,카페라떼,녹차라떼,연유라떼,카페모카,토피넛라떼,초코라떼,그린티라떼,복숭아아이스티,아이스티,플레인요거트,딸기요거트,요거트,자몽에이드,에이드,차,허브티,대추차,유자차",,,,,,,,,
바다잔치,CONT_000000000501251,c4,음식점,제주특별자치도 제주시 탑동로 79,제주특별자치도 제주시 탑동로 79,,064-702-8989,33.51774,126.51693,region1,제주시,11,제주시내,24690,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f062211e-7e4b-4fec-bf61-199c0ff6f85e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/90f2deed-53e1-45ac-b4bb-53a3b9680510.jpg,"제주산 갈치, 고등어 요리를 전문으로 하는 제주 향토음식 모범음식점","갈치조림,고등어조림,음식,갈치,제주갈치조림,생선조림,2022고메페스타,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움","갈치조림,고등어조림,음식,갈치,제주갈치조림,생선조림,2022고메페스타",,,,,,,,,
꽃향유,CNTS_000000000022265,c4,음식점,제주시 애월읍 하가리 1407,제주시 애월읍 고하상로 101,,0507-1420-1502,33.4569306,126.3475934,region1,제주시,12,애월,13792,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/63fc5eef-e4e0-44c7-b694-504a732f3f50.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/46004d35-104c-44c7-8fa9-09161b115262.jpg,'꽃향유' 제주를 담다 카페와 아트샵이 공존하는 공간,"커피,케이크,디저트,카페,음식,딸기라떼,망고요거트,녹차라떼,에스프레소,아메리카노,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,진저라떼,라떼,차,초코라떼,말차라떼,망고라떼,레몬차,자몽차,유자차,에이드,레몬에이드,유자에이드,자몽에이드,망고에이드,홍차,꽃차,요거트,딸기요거트,티라미수,브라우니,치즈케이크,공용주차장,현금결제,카드결제,화장실,무료 WIFI","커피,케이크,디저트,카페,음식,딸기라떼,망고요거트,녹차라떼,에스프레소,아메리카노,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,진저라떼,라떼,차,초코라떼,말차라떼,망고라떼,레몬차,자몽차,유자차,에이드,레몬에이드,유자에이드,자몽에이드,망고에이드,홍차,꽃차,요거트,딸기요거트,티라미수,브라우니,치즈케이크",,,,,,,,,
제주정,CNTS_000000000001504,c4,음식점,제주특별자치도 제주시 삼양2동 2142-3,제주특별자치도 제주시 일주동로 320,63321,064-721-2228,33.521053,126.57905,region1,제주시,11,제주시내,822,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3f6d5dd1-3f10-4890-84ee-f9b697756ed7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/69092b55-00ad-405b-ba13-e10640c9a635.jpg,영양만점 한식이 가득한 제주정,"한식,갈비찜,갈비탕,왕갈비,음식,전복갈비탕,무장애관광,왕갈비탕,매생이,매운갈비찜,전복갈비찜,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,테이블 비치,쉬움","한식,갈비찜,갈비탕,왕갈비,음식,전복갈비탕,무장애관광,왕갈비탕,매생이,매운갈비찜,전복갈비찜",,,,,,,,,
리틀비엣,CNTS_200000000008501,c4,음식점,제주특별자치도 제주시 아라일동 6109-1,제주특별자치도 제주시 인다7길 16,,0507-1329-6884,33.4515309,126.5632259,region1,제주시,11,제주시내,2019022553535,https://api.cdn.visitjeju.net/photomng/imgpath/201903/27/c3c04dda-4a6e-434b-a72d-792a8a7aa98f.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201903/27/324dbeb5-bb37-4171-bd84-22199031a30e.JPG,제주시 아라동에 위치한 베트남 음식점. ,"분짜,쌀국수,모닝글로리,음식,소고기쌀국수,새우볶음밥,볶음밥,베트남쌀국수,덮밥,반미","분짜,쌀국수,모닝글로리,음식,소고기쌀국수,새우볶음밥,볶음밥,베트남쌀국수,덮밥,반미",,,,,,,,,
조남매구움과자,CNTS_300000000012661,c4,음식점,제주특별자치도 제주시 구좌읍 평대리 2940,제주특별자치도 제주시 구좌읍 다랑쉬북로 61,,0507-1316-0896,33.4923917,126.8136214,region1,제주시,16,구좌,2019022621063,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/5f81b2c9-2edf-4f82-8d42-fba94ca3e3b4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/17/3e1e10ee-34dc-46ab-a53e-7097c8da3b7b.jpg,조남매 구움과자는 비자림 근처 커피와 디저트를 판매하는 작은 매장이다.,"다쿠아즈, 아메리카노, 수제청에이드, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,다쿠아즈, 아메리카노, 수제청에이드,어린이 출입가능,가능","다쿠아즈, 아메리카노, 수제청에이드, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페",,,,,,,,,
옹포별장가든,CNTS_000000000001443,c4,음식점,제주특별자치도 제주시 한림읍 옹포리 314-2,제주특별자치도 제주시 한림읍 한림상로 24,63012,0507-1355-3146,33.40497,126.25798,region1,제주시,13,한림,2019022563162,https://api.cdn.visitjeju.net/photomng/imgpath/201910/01/aa951c75-63dc-424b-a56a-4ff13d254769.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/01/54d0cd82-2a7e-4fdd-ae54-e97fd9d12f77.jpg,수려한 정원을 가진 옹포별장가든,"선인장김치,감귤김치,김치,흑돼지,꿩,전골,꿩냉면,음식,갈치구이,갈치조림,제주갈치조림,제주갈치구이,돔베고기,전복죽,전복버터구이,성게미역국,미역국,전복구이,고등어구이,전복돌솥밥,돌솥밥,삼계탕,전복삼계탕,공용주차장,현금결제,카드결제,화장실","선인장김치,감귤김치,김치,흑돼지,꿩,전골,꿩냉면,음식,갈치구이,갈치조림,제주갈치조림,제주갈치구이,돔베고기,전복죽,전복버터구이,성게미역국,미역국,전복구이,고등어구이,전복돌솥밥,돌솥밥,삼계탕,전복삼계탕",,,,,,,,,
주네가네,CNTS_200000000014294,c4,음식점,제주특별자치도 제주시 구좌읍 행원리 1482-2,제주특별자치도 제주시 구좌읍 행원로7길 23-6,,0507-1400-5238,33.5562795,126.8068207,region1,제주시,16,구좌,2019022611043,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/99202a2a-fbb0-4767-ab97-099d6cb2e3ee.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/15/cc09a606-d0c8-48a6-a26f-9d34ef3a082c.jpg,주네가네는 구좌읍 행원리에 위치해있다.,"반려동물,반려동물동반입장,오션뷰,핫도그,구름라떼,해안도로,반려동물동반_식당카페,음식,카페,공용주차장,화장실,무료 WIFI,어린이 출입가능,가능","반려동물,반려동물동반입장,오션뷰,핫도그,구름라떼,해안도로,반려동물동반_식당카페,음식,카페",,,,,,,,,
중문모메든식당,CNTS_200000000014226,c4,음식점,제주특별자치도 서귀포시 하원동 1381-1,제주특별자치도 서귀포시 일주서로 508,,0507-1415-8205,33.2534214,126.4546635,region2,서귀포시,21,서귀포시내,2019022610525,https://api.cdn.visitjeju.net/photomng/imgpath/202212/07/ba18bab1-30b9-4966-8fcb-02dec88e6cde.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/07/05af573a-46f8-4e84-bf6a-d3c3b7cd4a58.jpg,"중문모메든식당은 '모메든'은 마음에 든다는 뜻의 제주 방언으로, 모메든식당은 고객의 마음에 들고자 노력하는 곳을 의미한다. ","반려동물,반려동물동반입장,흑돼지,김치찌개,냉면,반려동물동반_식당카페,음식,식당,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능","반려동물,반려동물동반입장,흑돼지,김치찌개,냉면,반려동물동반_식당카페,음식,식당",,,,,,,,,
용연보말칼국수,CNTS_200000000014888,c4,음식점,제주특별자치도 제주시 용담이동 440,제주특별자치도 제주시 흥운길 77,,064-755-5999,33.5154426,126.5140013,region1,제주시,11,제주시내,2019022614752,https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/bb3d42d6-cedd-4fce-8a07-548c62fb0615.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/25/a0cdd690-9c6b-4bd1-ae5e-6432322a42e8.jpg,제주 보말을 이용한 구수한 칼국수,"제주시내, 용담, 보말, 보말국, 보말죽, 보말칼국수, 보말메밀전,보말죽, 보말칼국수","제주시내, 용담, 보말, 보말국, 보말죽, 보말칼국수, 보말메밀전",,,,,,,,,
애월오누이,CNTS_200000000014203,c4,음식점,제주특별자치도 제주시 애월읍 애월리 1819,제주특별자치도 제주시 애월읍 애월로9길 54,,064-799-8846,33.4666642,126.3188712,region1,제주시,12,애월,2019022610242,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/e7ada5ed-0671-48d0-8f24-2de791bdd57a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202212/06/8b29925a-f1ff-4941-a07a-f4454284ce92.jpg,애월오누이는 애월 해안도로에 위치한 도민 맛집이다.,"반려동물,반려동물동반입장,고등어구이,옥돔구이,칼국수,흑돼지두루치기,갈치조림,고등어조림,우럭조림,전복돌솥밥,김치찌개,성게미역국,한치물회,전복물회,반려동물동반_식당카페,음식,공용주차장,화장실,무료 WIFI,어린이 출입가능,가능","반려동물,반려동물동반입장,고등어구이,옥돔구이,칼국수,흑돼지두루치기,갈치조림,고등어조림,우럭조림,전복돌솥밥,김치찌개,성게미역국,한치물회,전복물회,반려동물동반_식당카페,음식",,,,,,,,,
미스커피,CNTS_300000000015631,c4,음식점,제주특별자치도 서귀포시 남원읍 태흥리 360,제주특별자치도 서귀포시 남원읍 남태해안로 533,,0507-1471-5025,33.2890558,126.7513597,region2,서귀포시,25,남원,2019022614939,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/ca155b05-098f-4763-a6b3-25912d905214.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/26/38f3b4a2-1af3-40ab-87f2-5da028976bdf.jpg,바다를 보며 즐기는 커피한잔,"서귀포, 남원, 카페, 스무디, 커피, 생강차,생강차, 아메랔노","서귀포, 남원, 카페, 스무디, 커피, 생강차",,,,,,,,,
난산리다방,CNTS_300000000012669,c4,음식점,제주특별자치도 서귀포시 성산읍 난산리 1173-1,제주특별자치도 서귀포시 성산읍 난산로41번길 39-2,,0507-1362-1317,33.3989363,126.8678823,region2,서귀포시,17,성산,2019022621141,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/dd2c361d-a2fc-4e01-abdb-e64c8fb0cbb7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/18/edfa9bbf-0142-4b01-8cff-921c724a5c6c.jpg,‘오랜 기억은 없고 기록은 있다’ 성산 최고의 커피 및 브런치 맛집을 꿈꾸는 이곳은 여행작가 겸 사진작가가 운영하는 곳으로 그만의 독특하고 감성이 가득 느껴지는 곳이다.,"흑돼지 풀드포크 오픈 샌드위치 훈제연어 오픈샌드위치, 버섯크림스프, 그래놀라운 토마토, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,흑돼지 풀드포크 오픈 샌드위치 훈제연어 오픈샌드위치, 버섯크림스프, 그래놀라운 토마토,어린이 출입가능,가능","흑돼지 풀드포크 오픈 샌드위치 훈제연어 오픈샌드위치, 버섯크림스프, 그래놀라운 토마토, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페",,,,,,,,,
삼원정,CNTS_000000000001100,c4,음식점,제주특별자치도 서귀포시 색달동 2285-7,제주특별자치도 서귀포시 색달중앙로 44,63534,0507-1415-1077,33.2814107,126.4111118,region2,서귀포시,21,서귀포시내,504,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1b9a950f-a5cd-40c9-86af-0419e73d7061.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/395f5823-e98e-4397-b041-e08cba72c82f.jpg,제주 3대 갈치 맛집 삼원정,"통문어,해산물,갈치조림,음식,제주갈치조림,갈치구이,제주갈치구이,2022고메페스타,아주 어려움","통문어,해산물,갈치조림,음식,제주갈치조림,갈치구이,제주갈치구이,2022고메페스타",,,,,,,,,
우도돼지네 땅콩만두,CNTS_000000000022564,c4,음식점,서귀포시 서귀동 276-15,서귀포시 중정로73번길 15-1,,064-733-9949,33.249554,126.56383,region2,서귀포시,21,서귀포시내,15361,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/300dcb7c-8f88-4593-b0d2-c21495e2ec1b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5c6e1e36-64b3-48d3-ab8f-a6f822cd7d01.jpg,우도에서 많은 사랑을 받고 서귀포 올레시장으로 옮긴 땅콩만두 본점,"만두,땅콩만두,김치만두,고기만두,음식,막걸리,우도,아이스크림,아메리카노","만두,땅콩만두,김치만두,고기만두,음식,막걸리,우도,아이스크림,아메리카노",,,,,,,,,
마루나키친,CNTS_200000000014720,c4,음식점,제주특별자치도 제주시 한경면 금등리 600-1,제주특별자치도 제주시 한경면 금등4길 11,,064-749-7113,33.3618942,126.1957133,region1,제주시,14,한경,2019022614110,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/6b1422c7-7626-445e-b988-05912db0af76.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/22/92649636-ca5b-4522-9de4-90400dadc85e.jpg,제주식재료를 퓨전음식으로 선보이는 곳,"한경면, 돈까스, 전복장, 새우장, 황게장, 크림파스타, 돈까스,해물모듬장, 마루나돈카츠","한경면, 돈까스, 전복장, 새우장, 황게장, 크림파스타, 돈까스",,,,,,,,,
동해루,CNTS_200000000009088,c4,음식점,제주특별자치도 제주시 추자면 대서리 162,제주특별자치도 제주시 추자면 추자로 58-1,,064-742-3615,33.9642903,126.2929862,region3,섬 속의 섬,32,추차도,2019022560033,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/5f8a9a45-47a2-4140-bcb1-e1ec015bdeb3.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/20/0e401dab-6d04-4463-893b-33e499b34a5c.JPG,추자에서 먹을 수 있는 중식전문점,"추자음식점,추자중식당,추자자장면,상추자식당,추자도,음식,짜장면,짬뽕,탕수육,잡채밥,식당,중식,우동,간짜장,울면,기스면,삼선간짜장,삼선짬뽕,삼선우동,삼선울면,볶음밥,짬뽕밥,김치복음밥,오므라이스,새우볶음밥,삼선볶음밥,잡탕밥,삼선짬뽕밥,깐풍육,라조육,고추잡채,양장피,팔보채,유산슬,라조기,깐풍기,물만두,군만두,무료 WIFI,화장실,카드결제,현금결제,쉬움,가능","추자음식점,추자중식당,추자자장면,상추자식당,추자도,음식,짜장면,짬뽕,탕수육,잡채밥,식당,중식,우동,간짜장,울면,기스면,삼선간짜장,삼선짬뽕,삼선우동,삼선울면,볶음밥,짬뽕밥,김치복음밥,오므라이스,새우볶음밥,삼선볶음밥,잡탕밥,삼선짬뽕밥,깐풍육,라조육,고추잡채,양장피,팔보채,유산슬,라조기,깐풍기,물만두,군만두",,,,,,,,,
도두항식당,CNTS_300000000015672,c4,음식점,제주특별자치도 제주시 도두일동 2629-5,제주특별자치도 제주시 도두항서길 11-2,,064-748-5858,33.5055625,126.4660992,region1,제주시,11,제주시내,2019022615347,https://api.cdn.visitjeju.net/photomng/imgpath/202305/30/42eb8859-d428-4e12-b731-f5b7baddc477.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/30/c85faf3e-319a-4a0c-88cc-9f0366018c02.jpg,이름만 보면 상상이 안가는 접짝뼈놈삐국,"제주시내, 접짝뼈국, 순대국밥, 고사리육개장, 내장볶음,접짝뼈놈삐국","제주시내, 접짝뼈국, 순대국밥, 고사리육개장, 내장볶음",,,,,,,,,
촵촵,CNTS_000000000021192,c4,음식점,제주특별자치도 제주시 이도2동 1962-8,제주특별자치도 제주시 신설로9길 8-1,63229,--,33.496986,126.53534,region1,제주시,11,제주시내,10836,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/26276c93-00ff-4372-b767-d9ed5833b33e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/785f2c66-7c02-4b40-9694-59ad348d7762.jpg,이름만큼 중독성 있는 수제돈가스 집,"일식,돈까스,우동,나베,음식,어묵나베,김치나베정식,치즈돈까스,김치우동,치킨까스,돈가스,돈까스나베,새우튀김우동,어묵우동,소바,카레우동,로스등심가스,히레카츠,생선까스,흑돼지치즈롤돈가스,카레돈까스,매운카레돈까스,왕새우튀김,고로케,굴튀김","일식,돈까스,우동,나베,음식,어묵나베,김치나베정식,치즈돈까스,김치우동,치킨까스,돈가스,돈까스나베,새우튀김우동,어묵우동,소바,카레우동,로스등심가스,히레카츠,생선까스,흑돼지치즈롤돈가스,카레돈까스,매운카레돈까스,왕새우튀김,고로케,굴튀김",,,,,,,,,
사이카레,CNTS_200000000007994,c4,음식점,제주특별자치도 제주시 애월읍 구엄리 509 2층,제주특별자치도 제주시 애월읍 애월해안로 752 2층,, 064-711-4279,33.4843386,126.3811424,region1,제주시,12,애월,2018052310560,https://api.cdn.visitjeju.net/photomng/imgpath/201812/11/5c10a5d6-38b3-402e-84cb-3a50c09b34c2.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/11/78a66aaa-da25-414d-b787-609dd14cdc8d.JPG,애월 해안도로에 위치한 카레 전문점,"카레,소떡소떡,가정식,애월해안도로,음식,가정식카레,파스타,짬뽕,키마카레,라면,현금결제,카드결제,공용주차장,무료 WIFI,화장실","카레,소떡소떡,가정식,애월해안도로,음식,가정식카레,파스타,짬뽕,키마카레,라면",,,,,,,,,
레이식당,CNTS_000000000022258,c4,음식점,제주특별자치도 제주시 구좌읍 평대리 2022-5,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-5,,064-782-1893,33.5360258,126.8395795,region1,제주시,16,구좌,13737,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6450993e-d014-42d1-ab4e-5ca47c63b566.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/df08dea3-cdc5-487c-ae49-faa02c592c36.jpg,평대리바다 앞에 위치한 자그마한 일본 가정식 식당,"일식,와인,톳파스타,현금결제,카드결제,화장실,어린이 출입불가","일식,와인,톳파스타,음식,파스타,해물파스타,오일파스타,크림파스타,아보카도,치킨가라아게",,,,,,,,,
착한집,CNTS_200000000007649,c4,음식점,제주특별자치도 제주시 오라삼동 2337-12,제주특별자치도 제주시 서광로 98,,064-713-7136,33.4999552,126.5070561,region1,제주시,11,제주시내,2019022599541,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/b8882bd7-bf86-45f8-8bcd-1b90544aa0d4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/11/f3816b67-e576-4f0d-80ec-83bdd3b9e734.jpg,제주시 오라동에 위치한 한정식전문점인 착한집은 신선한 재료들을 사용하여 만든 다양하고 정갈한 음식들이 준비되어 있다.,"갈치,고등어,옥돔,갈비,음식,생선구이정식,생선조림,갈치조림,고등어조림,회,갈치회,고등어회,전복버터구이,전복,해물뚝배기,공용주차장,화장실,무료 WIFI,고등어조림, 갈치조림, 갈치회,어린이 출입가능,가능","갈치,고등어,옥돔,갈비,음식,생선구이정식,생선조림,갈치조림,고등어조림,회,갈치회,고등어회,전복버터구이,전복,해물뚝배기,고등어구이,왕갈비,갈치구이,옥돔구이,전복회,전복죽,전복해물뚝배기",,,,,,,,,
구면카페,CNTS_200000000007872,c4,음식점,제주특별자치도 서귀포시 표선면 가시리 2317-2,제주특별자치도 서귀포시 표선면 중산간동로5220번길 47,,070-8800-9009,33.3988071,126.7063341,region2,서귀포시,26,표선,2018052308950,https://api.cdn.visitjeju.net/photomng/imgpath/201811/15/50d68774-4238-4522-a83c-7af49a0d8b2d.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/15/510eda73-1310-447d-a4ea-2147b2fd3907.JPG,따라비오름 인근 카페,"커피,디저트,아몬드케이크,애플망고,무료 WIFI,공용주차장","커피,디저트,아몬드케이크,애플망고,음식,아이스티,아메리카노,핸드드립커피,빵,케이크,라떼,차,허브티,에이드,스무디,요거트",,,,,,,,,
부촌,CNTS_300000000015694,c4,음식점,제주특별자치도 서귀포시 성산읍 고성리 2747-7,제주특별자치도 서귀포시 성산읍 동류암로 33,,064-784-0149,33.4489977,126.9169735,region2,서귀포시,17,성산,2019022615546,https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/4b42f3d0-7484-420f-8242-b74b0b84fa1a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/31/1220a802-e391-460d-ab22-9f5ec92c985a.jpg,갈치조림의 참맛을 느낄 수 있는 곳,"성산, 고성리, 갈치조림, 성게미역국, 전복미역국,갈치조림정식","성산, 고성리, 갈치조림, 성게미역국, 전복미역국",,,,,,,,,
